Formula,band_gap,density,vpa,packing fraction,avg d valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,transition metal fraction, mean Number, avg_dev Number, avg_dev MendeleevNumber, mean AtomicWeight, avg_dev AtomicWeight, mean MeltingT, avg_dev MeltingT, mode MeltingT, avg_dev Column, mean Row, avg_dev Row, range CovalentRadius, mean CovalentRadius, avg_dev CovalentRadius, mode CovalentRadius, range Electronegativity, mean Electronegativity, avg_dev Electronegativity, mean NdValence, avg_dev NdValence, avg_dev NValence, avg_dev NUnfilled, range GSvolume_pa, mean GSvolume_pa, mean GSbandgap, mean SpaceGroupNumber, avg_dev SpaceGroupNumber
Al4(B2O5)3,5.817,2.810626709,9.755013738,0.253126239,0,0.416666667,0.583333333,0,0,8.08,1.5744,7.008,16.51132618,3.350467976,745.7552,829.14624,54.8,1.44,2.16,0.2688,55,79.12,15.744,66,1.83,2.8112,0.75456,0,0,1.44,1.44,9.3075,9.8212,0.36576,83.04,85.248
Li3B5(HO5)2,5.833,2.233796399,8.804776911,0.34271761,0,0.4375,0.5625,0,0,5.8,2.2,20.955,11.844394,4.155006,683.8545,832.07275,54.8,5.25,1.9,0.18,97,76.3,19.36,66,2.46,2.597,0.843,0,0,2,1.25,9.978333333,9.496125,1.1663,101.25,89.25
BPH4NO4F,5.838,2.071743857,9.539342991,0.10759031,0,0.416666667,0.583333333,0,0,6,3.5,4.194444444,11.9016021,7.444208417,254.7575,359.2975,14.01,6.444444444,1.75,0.5,76,58.91666667,18.93055556,31,1.94,2.8175,0.645833333,0,0,2.166666667,0.833333333,15.9552381,9.758249008,3.580666667,100.0833333,89.25
CsBe2BO3F2,5.883,3.206890123,14.25316516,0.698903223,0,0.425,0.575,0,0,12.22222222,9.50617284,18.09876543,27.52620248,23.41761098,671.2211111,767.6303704,54.8,6.296296296,2.444444444,0.790123457,187,92.44444444,35.25925926,66,3.19,2.694444444,1.068395062,0,0,2.172839506,1.061728395,108.5925,20.60527778,0.607111111,94.33333333,90.14814815
Li3B5(HO5)2,5.885,2.233796399,8.804776911,0.34271761,0,0.4375,0.5625,0,0,5.8,2.2,20.955,11.844394,4.155006,683.8545,832.07275,54.8,5.25,1.9,0.18,97,76.3,19.36,66,2.46,2.597,0.843,0,0,2,1.25,9.978333333,9.496125,1.1663,101.25,89.25
Mg3B7ClO13,5.93,2.993304664,9.06179456,0.351151469,0,0.428571429,0.571428571,0,0,8,1.75,8.118055556,16.33488333,3.585705556,837.0416667,902.8819444,54.8,3.097222222,2.166666667,0.277777778,75,82.125,17.46875,66,2.13,2.75375,0.777291667,0,0,1.638888889,1.409722222,17.325,10.90583333,0.548375,81.83333333,77.13888889
Cs2Sr2Li3B3(PO4)6,5.941,3.309194874,13.34945457,0.575191852,0,0.390625,0.609375,0,0,12.3,7.65,23.32125,26.60337689,18.04298534,358.18125,381.981,54.8,4.125,2.5,0.75,178,93.5,34.425,66,2.65,2.706,0.8808,0,0,1.5,0.6825,108.5925,19.13072321,0.35805,59.825,74.7375
RbBe2BO3F2,6.005,2.814792621,13.12916682,0.59573609,0,0.425,0.575,0,0,10.22222222,5.950617284,18.22222222,22.25535227,14.04721061,672.4288889,766.8251852,54.8,6.296296296,2.333333333,0.592592593,163,89.77777778,31.7037037,66,3.16,2.697777778,1.064691358,0,0,2.172839506,1.061728395,83.55,17.82277778,0.607111111,94.33333333,90.14814815
KBe2BO3F2,6.052,2.488958456,11.4105994,0.590428707,0,0.425,0.575,0,0,8.222222222,2.740740741,18.34567901,17.1031856,5.730122133,675.1033333,765.0422222,54.8,6.296296296,2.222222222,0.395061728,146,87.88888889,29.18518519,66,3.16,2.697777778,1.064691358,0,0,2.172839506,1.061728395,65.93416667,15.86546296,0.607111111,94.33333333,90.14814815
BaAlBO3F2,6.064,4.479093091,12.10041,0.5799904,0,0.4,0.6,0,0,14.5,10.375,17.84375,32.63931813,26.17192047,569.10875,643.5359375,54.8,3.3125,2.625,0.9375,158,91.5,38.25,66,3.09,2.8525,1.004375,0,0,1.75,1.375,56.4175,16.7465625,0.683,85.75,90.6875
B(HO)3,6.08,1.669404147,8.786380931,0.089149762,0,0.458333333,0.541666667,0,0,4.571428571,3.06122449,4.285714286,8.833288571,6.707441633,364.9185714,566.5946939,14.01,6.979591837,1.571428571,0.489795918,53,53.57142857,19.34693878,31,1.4,2.708571429,0.626938776,0,0,2.204081633,0.857142857,2.49,7.761785714,3.583285714,112,85.71428571
NaBe2BO3F2,6.085,2.31327475,10.99238818,0.408980941,0,0.425,0.575,0,0,7.333333333,2,18.4691358,15.31334885,3.801040569,678.9188889,762.4985185,54.8,6.296296296,2.111111111,0.197530864,109,83.77777778,23.75308642,66,3.05,2.71,1.051111111,0,0,2.172839506,1.061728395,22.07083333,10.99175926,0.607111111,94.33333333,90.14814815
YB6(HO4)3,6.151,2.676695655,9.835343735,0.235317204,0.045454545,0.427083333,0.5625,0.010416667,0,7.636363636,3.247933884,10.66115702,15.85402136,6.799670207,753.9377273,964.4941736,54.8,4.016528926,2,0.272727273,159,71.77272727,17.41735537,66,2.22,2.788181818,0.71107438,0.045454545,0.08677686,1.785123967,1.636363636,25.75,9.295681818,1.4865,87.09090909,81.91735537
Li2B6O9F2,6.27,2.134281029,10.67703251,0.247284122,0,0.409090909,0.590909091,0,0,6.631578947,1.79501385,16.49861496,13.72312665,3.267054023,820.82,964.5347368,54.8,3.013850416,2,0,71,77.26315789,14.93628809,66,3,2.795789474,0.859612188,0,0,1.79501385,1.429362881,9.420833333,9.346403509,0.688631579,83.78947368,82.49307479
CaB4O7,6.317,3.368628286,8.02336564,0.426382147,0,0.428571429,0.571428571,0,0,8,2,13.61111111,16.27648333,3.966919444,907.55,994.875,54.8,2.527777778,2.166666667,0.305555556,110,81.16666667,17.69444444,66,2.44,2.77,0.781666667,0,0,1.555555556,1.444444444,30.5975,10.84958333,0.508,81.08333333,80.59722222
LiB6O9F,6.351,2.086963708,10.98963777,0.197358655,0,0.4125,0.5875,0,0,6.705882353,1.640138408,12.47058824,13.81176489,2.926512266,887.5523529,1030.904221,54.8,2.332179931,2,0,71,75.47058824,12.20069204,66,3,2.832941176,0.777716263,0,0,1.640138408,1.453287197,9.420833333,8.898872549,0.653764706,79.29411765,78.816609
LiB3O5,6.361,2.488007023,8.852253009,0.313934722,0,0.425,0.575,0,0,6.444444444,1.728395062,16.17283951,13.26344444,3.039950617,863.5211111,989.6525926,54.8,2.962962963,2,0,62,78.88888889,14.32098765,66,2.46,2.7,0.822222222,0,0,1.728395062,1.407407407,9.420833333,9.29287037,0.508,87.44444444,83.82716049
LiB(SO4)2,6.387,2.183971028,13.29799729,0.194003531,0,0.359375,0.640625,0,0,8.666666667,2.444444444,14.08333333,17.48976667,4.858411111,334.7341667,373.2455556,54.8,2.5,2.166666667,0.277777778,62,79.16666667,17.55555556,66,2.46,2.975,0.62,0,0,1.111111111,0.472222222,18.614375,12.34829861,0.494,52.58333333,54.11111111
Li2B3O4F3,6.573,2.038013474,11.35996554,0.282038227,0,0.392857143,0.607142857,0,0,6.666666667,2.055555556,23.13888889,13.94231747,3.899431222,694.2566667,826.8716667,54.8,4,2,0,71,78.58333333,19.18055556,66,3,2.815,0.999166667,0,0,2.055555556,1.333333333,9.420833333,10.02055556,0.8735,87.41666667,86.48611111
B2S2O9,6.695,2.710548111,10.82674026,0.153931339,0,0.361111111,0.638888889,0,0,8.769230769,2.224852071,3.952662722,17.67281538,4.428364497,458.9169231,581.2563314,54.8,0.781065089,2.153846154,0.26035503,39,74.76923077,12.14201183,66,1.4,3.092307692,0.481420118,0,0,0.781065089,0.781065089,18.614375,11.37413462,0.573230769,44.61538462,45.15976331
BHO2,7.073,2.430434806,7.484367498,0.148557911,0,0.4375,0.5625,0,0,5.5,2.5,6.25,10.954435,5.044965,617.9025,865.04875,54.8,5.25,1.75,0.375,53,61.75,15.375,66,1.4,2.78,0.66,0,0,2,1.25,2.49,7.999375,2.34425,96,84
SrB4O7,7.119,3.258865234,10.31233667,0.405125896,0,0.428571429,0.571428571,0,0,9.5,4.75,13.51388889,20.23831667,11.23028056,902.1333333,988.5555556,54.8,2.527777778,2.25,0.458333333,129,82.75,19.54166667,66,2.49,2.765833333,0.786527778,0,0,1.555555556,1.444444444,47.0575,12.22125,0.508,81.08333333,80.59722222
LiBO2,7.183,2.902264913,7.116265181,0.602564978,0,0.4375,0.5625,0,0,6,2,30.375,12.4377,3.5617,727.8225,810.08875,54.8,5.25,2,0,62,86,21,66,2.46,2.475,0.965,0,0,2,1.25,9.420833333,10.49395833,0.381,104.75,92.75
BPO4,7.256,5.314087028,13.79871893,0.46595402,0,0.375,0.625,0,0,8.666666667,2.111111111,4.222222222,17.63039367,4.447789444,480.75,622.4166667,54.8,0.888888889,2.166666667,0.277777778,41,75.83333333,13.11111111,66,1.4,2.998333333,0.588888889,0,0,0.888888889,0.888888889,15.3977381,11.02712302,0.524833333,36,43.33333333
